Date,Vegetable,Delhi Price
10-04-2022,Coconut,20
11-04-2022,Coconut,20
12-04-2022,Coconut,20
13-04-2022,Coconut,23
14-04-2022,Coconut,23
15-04-2022,Coconut,23
17-04-2022,Coconut,21
18-04-2022,Coconut,21
19-04-2022,Coconut,21
20-04-2022,Coconut,21
21-04-2022,Coconut,21
22-04-2022,Coconut,21
23-04-2022,Coconut,21
24-04-2022,Coconut,19
25-04-2022,Coconut,19
26-04-2022,Coconut,19
27-04-2022,Coconut,19
28-04-2022,Coconut,19
29-04-2022,Coconut,19
30-04-2022,Coconut,23
01-05-2022,Coconut,23
02-05-2022,Coconut,20
03-05-2022,Coconut,20
04-05-2022,Coconut,20
05-05-2022,Coconut,22
06-05-2022,Coconut,22
07-05-2022,Coconut,22
08-05-2022,Coconut,15
09-05-2022,Coconut,15
10-05-2022,Coconut,15
11-05-2022,Coconut,16
12-05-2022,Coconut,16
13-05-2022,Coconut,16
14-05-2022,Coconut,16
15-05-2022,Coconut,19
16-05-2022,Coconut,19
17-05-2022,Coconut,19
18-05-2022,Coconut,17
19-05-2022,Coconut,17
20-05-2022,Coconut,17
21-05-2022,Coconut,19
22-05-2022,Coconut,19
23-05-2022,Coconut,19
24-05-2022,Coconut,19
25-05-2022,Coconut,18
26-05-2022,Coconut,18
27-05-2022,Coconut,18
28-05-2022,Coconut,15
29-05-2022,Coconut,15
30-05-2022,Coconut,15
31-05-2022,Coconut,15
01-06-2022,Coconut,21
02-06-2022,Coconut,21
03-06-2022,Coconut,21
04-06-2022,Coconut,19
05-06-2022,Coconut,19
06-06-2022,Coconut,19
07-06-2022,Coconut,21
08-06-2022,Coconut,21
09-06-2022,Coconut,21
10-06-2022,Coconut,21
11-06-2022,Coconut,33
12-06-2022,Coconut,33
13-06-2022,Coconut,33
14-06-2022,Coconut,34
15-06-2022,Coconut,34
16-06-2022,Coconut,34
17-06-2022,Coconut,34
18-06-2022,Coconut,37
19-06-2022,Coconut,37
20-06-2022,Coconut,33
21-06-2022,Coconut,33
22-06-2022,Coconut,33
23-06-2022,Coconut,32
24-06-2022,Coconut,32
25-06-2022,Coconut,32
26-06-2022,Coconut,32
27-06-2022,Coconut,35
28-06-2022,Coconut,35
29-06-2022,Coconut,35
30-06-2022,Coconut,35
01-07-2022,Coconut,33
02-07-2022,Coconut,33
03-07-2022,Coconut,33
04-07-2022,Coconut,33
05-07-2022,Coconut,33
06-07-2022,Coconut,33
07-07-2022,Coconut,33
08-07-2022,Coconut,33
09-07-2022,Coconut,32
10-07-2022,Coconut,32
11-07-2022,Coconut,32
12-07-2022,Coconut,34
13-07-2022,Coconut,34
14-07-2022,Coconut,34
15-07-2022,Coconut,34
16-07-2022,Coconut,34
17-07-2022,Coconut,38
18-07-2022,Coconut,38
19-07-2022,Coconut,38
20-07-2022,Coconut,38
21-07-2022,Coconut,35
22-07-2022,Coconut,35
23-07-2022,Coconut,35
24-07-2022,Coconut,34
25-07-2022,Coconut,34
26-07-2022,Coconut,34
27-07-2022,Coconut,34
28-07-2022,Coconut,34
29-07-2022,Coconut,34
30-07-2022,Coconut,34
01-08-2022,Coconut,36
02-08-2022,Coconut,36
03-08-2022,Coconut,36
04-08-2022,Coconut,35
05-08-2022,Coconut,35
06-08-2022,Coconut,35
07-08-2022,Coconut,35
08-08-2022,Coconut,34
09-08-2022,Coconut,34
10-08-2022,Coconut,34
11-08-2022,Coconut,34
12-08-2022,Coconut,34
13-08-2022,Coconut,35
14-08-2022,Coconut,35
15-08-2022,Coconut,35
16-08-2022,Coconut,35
17-08-2022,Coconut,35
18-08-2022,Coconut,32
19-08-2022,Coconut,32
20-08-2022,Coconut,32
21-08-2022,Coconut,33
22-08-2022,Coconut,33
23-08-2022,Coconut,33
24-08-2022,Coconut,34
25-08-2022,Coconut,34
26-08-2022,Coconut,34
27-08-2022,Coconut,34
28-08-2022,Coconut,34
29-08-2022,Coconut,34
30-08-2022,Coconut,30
31-08-2022,Coconut,30
01-09-2022,Coconut,31
02-09-2022,Coconut,31
03-09-2022,Coconut,31
04-09-2022,Coconut,31
05-09-2022,Coconut,34
06-09-2022,Coconut,34
07-09-2022,Coconut,34
08-09-2022,Coconut,34
09-09-2022,Coconut,34
10-09-2022,Coconut,32
11-09-2022,Coconut,30
12-09-2022,Coconut,30
13-09-2022,Coconut,30
14-09-2022,Coconut,30
15-09-2022,Coconut,30
16-09-2022,Coconut,33
17-09-2022,Coconut,33
18-09-2022,Coconut,33
19-09-2022,Coconut,30
20-09-2022,Coconut,30
21-09-2022,Coconut,30
22-09-2022,Coconut,31
23-09-2022,Coconut,31
24-09-2022,Coconut,31
25-09-2022,Coconut,31
26-09-2022,Coconut,31
27-09-2022,Coconut,31
28-09-2022,Coconut,35
29-09-2022,Coconut,35
30-09-2022,Coconut,33
01-10-2022,Coconut,33
02-10-2022,Coconut,33
03-10-2022,Coconut,35
04-10-2022,Coconut,35
05-10-2022,Coconut,35
06-10-2022,Coconut,33
07-10-2022,Coconut,33
08-10-2022,Coconut,33
09-10-2022,Coconut,33
10-10-2022,Coconut,33
11-10-2022,Coconut,33
12-10-2022,Coconut,31
13-10-2022,Coconut,31
14-10-2022,Coconut,31
15-10-2022,Coconut,33
16-10-2022,Coconut,33
17-10-2022,Coconut,33
18-10-2022,Coconut,30
19-10-2022,Coconut,30
20-10-2022,Coconut,30
21-10-2022,Coconut,30
22-10-2022,Coconut,30
23-10-2022,Coconut,30
24-10-2022,Coconut,32
25-10-2022,Coconut,32
26-10-2022,Coconut,32
27-10-2022,Coconut,30
28-10-2022,Coconut,30
29-10-2022,Coconut,32
30-10-2022,Coconut,32
31-10-2022,Coconut,32
01-11-2022,Coconut,32
02-11-2022,Coconut,32
03-11-2022,Coconut,33
04-11-2022,Coconut,33
05-11-2022,Coconut,33
06-11-2022,Coconut,35
07-11-2022,Coconut,35
08-11-2022,Coconut,35
09-11-2022,Coconut,31
10-11-2022,Coconut,31
11-11-2022,Coconut,31
12-11-2022,Coconut,33
13-11-2022,Coconut,33
14-11-2022,Coconut,33
15-11-2022,Coconut,33
16-11-2022,Coconut,33
17-11-2022,Coconut,33
18-11-2022,Coconut,28
19-11-2022,Coconut,28
20-11-2022,Coconut,28
21-11-2022,Coconut,30
22-11-2022,Coconut,30
23-11-2022,Coconut,30
24-11-2022,Coconut,28
25-11-2022,Coconut,28
26-11-2022,Coconut,29
27-11-2022,Coconut,29
28-11-2022,Coconut,27
29-11-2022,Coconut,27
30-11-2022,Coconut,29
01-12-2022,Coconut,29
02-12-2022,Coconut,29
03-12-2022,Coconut,31
04-12-2022,Coconut,31
05-12-2022,Coconut,31
06-12-2022,Coconut,31
07-12-2022,Coconut,28
08-12-2022,Coconut,28
09-12-2022,Coconut,28
10-12-2022,Coconut,32
11-12-2022,Coconut,32
12-12-2022,Coconut,32
13-12-2022,Coconut,32
14-12-2022,Coconut,27
15-12-2022,Coconut,27
16-12-2022,Coconut,27
17-12-2022,Coconut,27
18-12-2022,Coconut,30
19-12-2022,Coconut,30
20-12-2022,Coconut,30
21-12-2022,Coconut,30
22-12-2022,Coconut,29
23-12-2022,Coconut,29
24-12-2022,Coconut,31
25-12-2022,Coconut,31
26-12-2022,Coconut,31
27-12-2022,Coconut,29
28-12-2022,Coconut,29
29-12-2022,Coconut,30
30-12-2022,Coconut,30
31-12-2022,Coconut,30
01-01-2023,Coconut,30
02-01-2023,Coconut,28
03-01-2023,Coconut,28
04-01-2023,Coconut,32
05-01-2023,Coconut,32
06-01-2023,Coconut,32
07-01-2023,Coconut,32
08-01-2023,Coconut,27
09-01-2023,Coconut,27
10-01-2023,Coconut,27
11-01-2023,Coconut,31
12-01-2023,Coconut,31
13-01-2023,Coconut,31
14-01-2023,Coconut,27
15-01-2023,Coconut,27
16-01-2023,Coconut,27
17-01-2023,Coconut,27
18-01-2023,Coconut,29
19-01-2023,Coconut,29
20-01-2023,Coconut,33
21-01-2023,Coconut,28
22-01-2023,Coconut,28
23-01-2023,Coconut,28
24-01-2023,Coconut,28
25-01-2023,Coconut,33
26-01-2023,Coconut,33
27-01-2023,Coconut,33
28-01-2023,Coconut,30
29-01-2023,Coconut,30
30-01-2023,Coconut,30
31-01-2023,Coconut,29
01-02-2023,Coconut,29
02-02-2023,Coconut,29
03-02-2023,Coconut,30
04-02-2023,Coconut,30
05-02-2023,Coconut,30
06-02-2023,Coconut,29
07-02-2023,Coconut,29
08-02-2023,Coconut,29
09-02-2023,Coconut,30
10-02-2023,Coconut,30
11-02-2023,Coconut,30
12-02-2023,Coconut,32
13-02-2023,Coconut,32
14-02-2023,Coconut,32
15-02-2023,Coconut,32
16-02-2023,Coconut,32
17-02-2023,Coconut,32
18-02-2023,Coconut,32
19-02-2023,Coconut,28
20-02-2023,Coconut,28
21-02-2023,Coconut,28
22-02-2023,Coconut,28
23-02-2023,Coconut,27
24-02-2023,Coconut,27
25-02-2023,Coconut,29
26-02-2023,Coconut,29
27-02-2023,Coconut,29
28-02-2023,Coconut,27
01-03-2023,Coconut,27
02-03-2023,Coconut,27
03-03-2023,Coconut,27
04-03-2023,Coconut,29
05-03-2023,Coconut,29
06-03-2023,Coconut,29
07-03-2023,Coconut,29
08-03-2023,Coconut,29
09-03-2023,Coconut,29
10-03-2023,Coconut,25
11-03-2023,Coconut,25
12-03-2023,Coconut,25
13-03-2023,Coconut,25
14-03-2023,Coconut,28
15-03-2023,Coconut,28
16-03-2023,Coconut,28
17-03-2023,Coconut,28
18-03-2023,Coconut,28
19-03-2023,Coconut,29
20-03-2023,Coconut,29
21-03-2023,Coconut,29
22-03-2023,Coconut,29
23-03-2023,Coconut,29
24-03-2023,Coconut,26
25-03-2023,Coconut,26
26-03-2023,Coconut,25
27-03-2023,Coconut,25
28-03-2023,Coconut,25
29-03-2023,Coconut,29
30-03-2023,Coconut,29
31-03-2023,Coconut,29
01-02-2022,Colocasia Leaves,14
02-02-2022,Colocasia Leaves,14
03-02-2022,Colocasia Leaves,14
04-02-2022,Colocasia Leaves,14
05-02-2022,Colocasia Leaves,10
06-02-2022,Colocasia Leaves,10
07-02-2022,Colocasia Leaves,10
08-02-2022,Colocasia Leaves,16
09-02-2022,Colocasia Leaves,16
10-02-2022,Colocasia Leaves,16
11-02-2022,Colocasia Leaves,16
12-02-2022,Colocasia Leaves,10
13-02-2022,Colocasia Leaves,10
14-02-2022,Colocasia Leaves,12
15-02-2022,Colocasia Leaves,12
16-02-2022,Colocasia Leaves,12
17-02-2022,Colocasia Leaves,10
18-02-2022,Colocasia Leaves,10
19-02-2022,Colocasia Leaves,10
20-02-2022,Colocasia Leaves,14
21-02-2022,Colocasia Leaves,14
22-02-2022,Colocasia Leaves,14
23-02-2022,Colocasia Leaves,14
24-02-2022,Colocasia Leaves,14
25-02-2022,Colocasia Leaves,14
26-02-2022,Colocasia Leaves,10
27-02-2022,Colocasia Leaves,10
28-02-2022,Colocasia Leaves,10
01-03-2022,Colocasia Leaves,10
02-03-2022,Colocasia Leaves,10
03-03-2022,Colocasia Leaves,10
04-03-2022,Colocasia Leaves,13
05-03-2022,Colocasia Leaves,13
06-03-2022,Colocasia Leaves,13
07-03-2022,Colocasia Leaves,13
08-03-2022,Colocasia Leaves,13
09-03-2022,Colocasia Leaves,10
10-03-2022,Colocasia Leaves,10
11-03-2022,Colocasia Leaves,10
12-03-2022,Colocasia Leaves,10
13-03-2022,Colocasia Leaves,10
14-03-2022,Colocasia Leaves,11
15-03-2022,Colocasia Leaves,11
16-03-2022,Colocasia Leaves,11
17-03-2022,Colocasia Leaves,14
18-03-2022,Colocasia Leaves,14
19-03-2022,Colocasia Leaves,14
20-03-2022,Colocasia Leaves,15
21-03-2022,Colocasia Leaves,15
22-03-2022,Colocasia Leaves,16
23-03-2022,Colocasia Leaves,16
24-03-2022,Colocasia Leaves,16
25-03-2022,Colocasia Leaves,10
26-03-2022,Colocasia Leaves,10
27-03-2022,Colocasia Leaves,10
28-03-2022,Colocasia Leaves,13
29-03-2022,Colocasia Leaves,13
30-03-2022,Colocasia Leaves,13
31-03-2022,Colocasia Leaves,13
02-04-2022,Colocasia Leaves,14
03-04-2022,Colocasia Leaves,14
04-04-2022,Colocasia Leaves,10
05-04-2022,Colocasia Leaves,10
06-04-2022,Colocasia Leaves,10
07-04-2022,Colocasia Leaves,13
08-04-2022,Colocasia Leaves,13
09-04-2022,Colocasia Leaves,13
10-04-2022,Colocasia Leaves,13
11-04-2022,Colocasia Leaves,13
12-04-2022,Colocasia Leaves,13
13-04-2022,Colocasia Leaves,15
14-04-2022,Colocasia Leaves,15
15-04-2022,Colocasia Leaves,15
17-04-2022,Colocasia Leaves,13
18-04-2022,Colocasia Leaves,13
19-04-2022,Colocasia Leaves,13
20-04-2022,Colocasia Leaves,13
21-04-2022,Colocasia Leaves,13
22-04-2022,Colocasia Leaves,13
23-04-2022,Colocasia Leaves,13
24-04-2022,Colocasia Leaves,16
25-04-2022,Colocasia Leaves,16
26-04-2022,Colocasia Leaves,16
27-04-2022,Colocasia Leaves,10
28-04-2022,Colocasia Leaves,10
29-04-2022,Colocasia Leaves,10
30-04-2022,Colocasia Leaves,16
01-05-2022,Colocasia Leaves,16
02-05-2022,Colocasia Leaves,11
03-05-2022,Colocasia Leaves,11
04-05-2022,Colocasia Leaves,11
05-05-2022,Colocasia Leaves,13
06-05-2022,Colocasia Leaves,13
07-05-2022,Colocasia Leaves,13
08-05-2022,Colocasia Leaves,15
09-05-2022,Colocasia Leaves,15
10-05-2022,Colocasia Leaves,15
11-05-2022,Colocasia Leaves,15
12-05-2022,Colocasia Leaves,15
13-05-2022,Colocasia Leaves,15
14-05-2022,Colocasia Leaves,15
15-05-2022,Colocasia Leaves,11
16-05-2022,Colocasia Leaves,11
17-05-2022,Colocasia Leaves,11
18-05-2022,Colocasia Leaves,11
19-05-2022,Colocasia Leaves,11
20-05-2022,Colocasia Leaves,11
21-05-2022,Colocasia Leaves,15
22-05-2022,Colocasia Leaves,15
23-05-2022,Colocasia Leaves,15
24-05-2022,Colocasia Leaves,15
25-05-2022,Colocasia Leaves,12
26-05-2022,Colocasia Leaves,12
27-05-2022,Colocasia Leaves,12
28-05-2022,Colocasia Leaves,10
29-05-2022,Colocasia Leaves,10
30-05-2022,Colocasia Leaves,10
31-05-2022,Colocasia Leaves,10
01-06-2022,Colocasia Leaves,15
02-06-2022,Colocasia Leaves,15
03-06-2022,Colocasia Leaves,15
04-06-2022,Colocasia Leaves,11
05-06-2022,Colocasia Leaves,11
06-06-2022,Colocasia Leaves,11
07-06-2022,Colocasia Leaves,14
08-06-2022,Colocasia Leaves,14
09-06-2022,Colocasia Leaves,14
10-06-2022,Colocasia Leaves,14
11-06-2022,Colocasia Leaves,15
12-06-2022,Colocasia Leaves,15
13-06-2022,Colocasia Leaves,15
14-06-2022,Colocasia Leaves,10
15-06-2022,Colocasia Leaves,10
16-06-2022,Colocasia Leaves,10
17-06-2022,Colocasia Leaves,10
18-06-2022,Colocasia Leaves,10
19-06-2022,Colocasia Leaves,10
20-06-2022,Colocasia Leaves,16
21-06-2022,Colocasia Leaves,16
22-06-2022,Colocasia Leaves,16
23-06-2022,Colocasia Leaves,12
24-06-2022,Colocasia Leaves,12
25-06-2022,Colocasia Leaves,12
26-06-2022,Colocasia Leaves,12
27-06-2022,Colocasia Leaves,11
28-06-2022,Colocasia Leaves,11
29-06-2022,Colocasia Leaves,11
30-06-2022,Colocasia Leaves,11
01-07-2022,Colocasia Leaves,13
02-07-2022,Colocasia Leaves,13
03-07-2022,Colocasia Leaves,13
04-07-2022,Colocasia Leaves,11
05-07-2022,Colocasia Leaves,11
06-07-2022,Colocasia Leaves,11
07-07-2022,Colocasia Leaves,11
08-07-2022,Colocasia Leaves,11
09-07-2022,Colocasia Leaves,15
10-07-2022,Colocasia Leaves,15
11-07-2022,Colocasia Leaves,15
12-07-2022,Colocasia Leaves,11
13-07-2022,Colocasia Leaves,11
14-07-2022,Colocasia Leaves,14
15-07-2022,Colocasia Leaves,14
16-07-2022,Colocasia Leaves,14
17-07-2022,Colocasia Leaves,11
18-07-2022,Colocasia Leaves,11
19-07-2022,Colocasia Leaves,11
20-07-2022,Colocasia Leaves,11
21-07-2022,Colocasia Leaves,11
22-07-2022,Colocasia Leaves,11
23-07-2022,Colocasia Leaves,11
24-07-2022,Colocasia Leaves,12
25-07-2022,Colocasia Leaves,12
26-07-2022,Colocasia Leaves,12
27-07-2022,Colocasia Leaves,12
28-07-2022,Colocasia Leaves,12
29-07-2022,Colocasia Leaves,12
30-07-2022,Colocasia Leaves,12
01-08-2022,Colocasia Leaves,12
02-08-2022,Colocasia Leaves,12
03-08-2022,Colocasia Leaves,12
04-08-2022,Colocasia Leaves,11
05-08-2022,Colocasia Leaves,11
06-08-2022,Colocasia Leaves,11
07-08-2022,Colocasia Leaves,11
08-08-2022,Colocasia Leaves,15
09-08-2022,Colocasia Leaves,15
10-08-2022,Colocasia Leaves,15
11-08-2022,Colocasia Leaves,15
12-08-2022,Colocasia Leaves,15
13-08-2022,Colocasia Leaves,16
14-08-2022,Colocasia Leaves,16
15-08-2022,Colocasia Leaves,16
16-08-2022,Colocasia Leaves,16
17-08-2022,Colocasia Leaves,16
18-08-2022,Colocasia Leaves,16
19-08-2022,Colocasia Leaves,16
20-08-2022,Colocasia Leaves,16
21-08-2022,Colocasia Leaves,15
22-08-2022,Colocasia Leaves,15
23-08-2022,Colocasia Leaves,15
24-08-2022,Colocasia Leaves,15
25-08-2022,Colocasia Leaves,15
26-08-2022,Colocasia Leaves,15
27-08-2022,Colocasia Leaves,15
28-08-2022,Colocasia Leaves,15
29-08-2022,Colocasia Leaves,15
30-08-2022,Colocasia Leaves,15
31-08-2022,Colocasia Leaves,15
01-09-2022,Colocasia Leaves,16
02-09-2022,Colocasia Leaves,16
03-09-2022,Colocasia Leaves,16
04-09-2022,Colocasia Leaves,16
05-09-2022,Colocasia Leaves,14
06-09-2022,Colocasia Leaves,12
07-09-2022,Colocasia Leaves,12
08-09-2022,Colocasia Leaves,12
09-09-2022,Colocasia Leaves,12
10-09-2022,Colocasia Leaves,10
11-09-2022,Colocasia Leaves,14
12-09-2022,Colocasia Leaves,14
13-09-2022,Colocasia Leaves,14
14-09-2022,Colocasia Leaves,14
15-09-2022,Colocasia Leaves,14
16-09-2022,Colocasia Leaves,13
17-09-2022,Colocasia Leaves,13
18-09-2022,Colocasia Leaves,13
19-09-2022,Colocasia Leaves,16
20-09-2022,Colocasia Leaves,16
21-09-2022,Colocasia Leaves,16
22-09-2022,Colocasia Leaves,12
23-09-2022,Colocasia Leaves,12
24-09-2022,Colocasia Leaves,12
25-09-2022,Colocasia Leaves,15
26-09-2022,Colocasia Leaves,15
27-09-2022,Colocasia Leaves,15
28-09-2022,Colocasia Leaves,15
29-09-2022,Colocasia Leaves,15
30-09-2022,Colocasia Leaves,15
01-10-2022,Colocasia Leaves,15
02-10-2022,Colocasia Leaves,15
03-10-2022,Colocasia Leaves,13
04-10-2022,Colocasia Leaves,13
05-10-2022,Colocasia Leaves,13
06-10-2022,Colocasia Leaves,14
07-10-2022,Colocasia Leaves,14
08-10-2022,Colocasia Leaves,11
09-10-2022,Colocasia Leaves,11
10-10-2022,Colocasia Leaves,11
11-10-2022,Colocasia Leaves,11
12-10-2022,Colocasia Leaves,13
13-10-2022,Colocasia Leaves,13
14-10-2022,Colocasia Leaves,13
15-10-2022,Colocasia Leaves,15
16-10-2022,Colocasia Leaves,15
17-10-2022,Colocasia Leaves,15
18-10-2022,Colocasia Leaves,13
19-10-2022,Colocasia Leaves,13
20-10-2022,Colocasia Leaves,13
21-10-2022,Colocasia Leaves,13
22-10-2022,Colocasia Leaves,13
23-10-2022,Colocasia Leaves,13
24-10-2022,Colocasia Leaves,11
25-10-2022,Colocasia Leaves,11
26-10-2022,Colocasia Leaves,11
27-10-2022,Colocasia Leaves,13
28-10-2022,Colocasia Leaves,13
29-10-2022,Colocasia Leaves,11
30-10-2022,Colocasia Leaves,11
31-10-2022,Colocasia Leaves,11
01-11-2022,Colocasia Leaves,11
02-11-2022,Colocasia Leaves,11
03-11-2022,Colocasia Leaves,15
04-11-2022,Colocasia Leaves,15
05-11-2022,Colocasia Leaves,15
06-11-2022,Colocasia Leaves,10
07-11-2022,Colocasia Leaves,10
08-11-2022,Colocasia Leaves,10
09-11-2022,Colocasia Leaves,10
10-11-2022,Colocasia Leaves,10
11-11-2022,Colocasia Leaves,10
12-11-2022,Colocasia Leaves,13
13-11-2022,Colocasia Leaves,13
14-11-2022,Colocasia Leaves,13
15-11-2022,Colocasia Leaves,13
16-11-2022,Colocasia Leaves,13
17-11-2022,Colocasia Leaves,13
18-11-2022,Colocasia Leaves,12
19-11-2022,Colocasia Leaves,12
20-11-2022,Colocasia Leaves,12
21-11-2022,Colocasia Leaves,15
22-11-2022,Colocasia Leaves,15
23-11-2022,Colocasia Leaves,15
24-11-2022,Colocasia Leaves,12
25-11-2022,Colocasia Leaves,12
26-11-2022,Colocasia Leaves,10
27-11-2022,Colocasia Leaves,10
28-11-2022,Colocasia Leaves,16
29-11-2022,Colocasia Leaves,16
30-11-2022,Colocasia Leaves,12
01-12-2022,Colocasia Leaves,12
02-12-2022,Colocasia Leaves,12
03-12-2022,Colocasia Leaves,13
04-12-2022,Colocasia Leaves,13
05-12-2022,Colocasia Leaves,13
06-12-2022,Colocasia Leaves,13
07-12-2022,Colocasia Leaves,12
08-12-2022,Colocasia Leaves,12
09-12-2022,Colocasia Leaves,12
10-12-2022,Colocasia Leaves,10
11-12-2022,Colocasia Leaves,10
12-12-2022,Colocasia Leaves,10
13-12-2022,Colocasia Leaves,10
14-12-2022,Colocasia Leaves,10
15-12-2022,Colocasia Leaves,10
16-12-2022,Colocasia Leaves,10
17-12-2022,Colocasia Leaves,10
18-12-2022,Colocasia Leaves,13
19-12-2022,Colocasia Leaves,13
20-12-2022,Colocasia Leaves,13
21-12-2022,Colocasia Leaves,13
22-12-2022,Colocasia Leaves,11
23-12-2022,Colocasia Leaves,11
24-12-2022,Colocasia Leaves,12
25-12-2022,Colocasia Leaves,12
26-12-2022,Colocasia Leaves,12
27-12-2022,Colocasia Leaves,13
28-12-2022,Colocasia Leaves,13
29-12-2022,Colocasia Leaves,12
30-12-2022,Colocasia Leaves,12
31-12-2022,Colocasia Leaves,12
01-01-2023,Colocasia Leaves,12
02-01-2023,Colocasia Leaves,13
03-01-2023,Colocasia Leaves,13
04-01-2023,Colocasia Leaves,11
05-01-2023,Colocasia Leaves,11
06-01-2023,Colocasia Leaves,11
07-01-2023,Colocasia Leaves,11
08-01-2023,Colocasia Leaves,10
09-01-2023,Colocasia Leaves,10
10-01-2023,Colocasia Leaves,10
11-01-2023,Colocasia Leaves,13
12-01-2023,Colocasia Leaves,13
13-01-2023,Colocasia Leaves,13
14-01-2023,Colocasia Leaves,10
15-01-2023,Colocasia Leaves,10
16-01-2023,Colocasia Leaves,10
17-01-2023,Colocasia Leaves,10
18-01-2023,Colocasia Leaves,13
19-01-2023,Colocasia Leaves,13
20-01-2023,Colocasia Leaves,10
21-01-2023,Colocasia Leaves,14
22-01-2023,Colocasia Leaves,14
23-01-2023,Colocasia Leaves,14
24-01-2023,Colocasia Leaves,14
25-01-2023,Colocasia Leaves,16
26-01-2023,Colocasia Leaves,16
27-01-2023,Colocasia Leaves,16
28-01-2023,Colocasia Leaves,12
29-01-2023,Colocasia Leaves,12
30-01-2023,Colocasia Leaves,12
31-01-2023,Colocasia Leaves,11
01-02-2023,Colocasia Leaves,11
02-02-2023,Colocasia Leaves,11
03-02-2023,Colocasia Leaves,10
04-02-2023,Colocasia Leaves,10
05-02-2023,Colocasia Leaves,10
06-02-2023,Colocasia Leaves,14
07-02-2023,Colocasia Leaves,14
08-02-2023,Colocasia Leaves,14
09-02-2023,Colocasia Leaves,16
10-02-2023,Colocasia Leaves,16
11-02-2023,Colocasia Leaves,16
12-02-2023,Colocasia Leaves,13
13-02-2023,Colocasia Leaves,13
14-02-2023,Colocasia Leaves,13
15-02-2023,Colocasia Leaves,13
16-02-2023,Colocasia Leaves,15
17-02-2023,Colocasia Leaves,15
18-02-2023,Colocasia Leaves,15
19-02-2023,Colocasia Leaves,15
20-02-2023,Colocasia Leaves,15
21-02-2023,Colocasia Leaves,15
22-02-2023,Colocasia Leaves,15
23-02-2023,Colocasia Leaves,15
24-02-2023,Colocasia Leaves,15
25-02-2023,Colocasia Leaves,11
26-02-2023,Colocasia Leaves,11
27-02-2023,Colocasia Leaves,11
28-02-2023,Colocasia Leaves,13
01-03-2023,Colocasia Leaves,13
02-03-2023,Colocasia Leaves,13
03-03-2023,Colocasia Leaves,13
04-03-2023,Colocasia Leaves,14
05-03-2023,Colocasia Leaves,14
06-03-2023,Colocasia Leaves,14
07-03-2023,Colocasia Leaves,14
08-03-2023,Colocasia Leaves,14
09-03-2023,Colocasia Leaves,14
10-03-2023,Colocasia Leaves,10
11-03-2023,Colocasia Leaves,10
12-03-2023,Colocasia Leaves,10
13-03-2023,Colocasia Leaves,10
14-03-2023,Colocasia Leaves,11
15-03-2023,Colocasia Leaves,11
16-03-2023,Colocasia Leaves,11
17-03-2023,Colocasia Leaves,12
18-03-2023,Colocasia Leaves,12
19-03-2023,Colocasia Leaves,16
20-03-2023,Colocasia Leaves,16
21-03-2023,Colocasia Leaves,16
22-03-2023,Colocasia Leaves,16
23-03-2023,Colocasia Leaves,16
24-03-2023,Colocasia Leaves,13
25-03-2023,Colocasia Leaves,13
26-03-2023,Colocasia Leaves,12
27-03-2023,Colocasia Leaves,12
28-03-2023,Colocasia Leaves,12
29-03-2023,Colocasia Leaves,16
30-03-2023,Colocasia Leaves,16
31-03-2023,Colocasia Leaves,16
01-02-2022,Colocasia,24
02-02-2022,Colocasia,22
03-02-2022,Colocasia,22
04-02-2022,Colocasia,22
05-02-2022,Colocasia,26
06-02-2022,Colocasia,26
07-02-2022,Colocasia,26
08-02-2022,Colocasia,27
09-02-2022,Colocasia,27
10-02-2022,Colocasia,27
11-02-2022,Colocasia,27
12-02-2022,Colocasia,28
13-02-2022,Colocasia,28
14-02-2022,Colocasia,27
15-02-2022,Colocasia,27
16-02-2022,Colocasia,27
17-02-2022,Colocasia,28
18-02-2022,Colocasia,28
19-02-2022,Colocasia,28
20-02-2022,Colocasia,23
21-02-2022,Colocasia,23
22-02-2022,Colocasia,23
23-02-2022,Colocasia,23
24-02-2022,Colocasia,23
25-02-2022,Colocasia,23
26-02-2022,Colocasia,23
27-02-2022,Colocasia,23
28-02-2022,Colocasia,28
01-03-2022,Colocasia,28
02-03-2022,Colocasia,28
03-03-2022,Colocasia,28
04-03-2022,Colocasia,28
05-03-2022,Colocasia,28
06-03-2022,Colocasia,28
07-03-2022,Colocasia,24
08-03-2022,Colocasia,24
09-03-2022,Colocasia,27
10-03-2022,Colocasia,27
11-03-2022,Colocasia,27
12-03-2022,Colocasia,27
13-03-2022,Colocasia,27
14-03-2022,Colocasia,27
15-03-2022,Colocasia,27
16-03-2022,Colocasia,27
17-03-2022,Colocasia,22
18-03-2022,Colocasia,22
19-03-2022,Colocasia,22
20-03-2022,Colocasia,23
21-03-2022,Colocasia,23
22-03-2022,Colocasia,28
23-03-2022,Colocasia,28
24-03-2022,Colocasia,28
25-03-2022,Colocasia,25
26-03-2022,Colocasia,25
27-03-2022,Colocasia,25
28-03-2022,Colocasia,23
29-03-2022,Colocasia,23
30-03-2022,Colocasia,23
31-03-2022,Colocasia,23
02-04-2022,Colocasia,23
03-04-2022,Colocasia,23
04-04-2022,Colocasia,28
05-04-2022,Colocasia,28
06-04-2022,Colocasia,28
07-04-2022,Colocasia,25
08-04-2022,Colocasia,25
09-04-2022,Colocasia,25
10-04-2022,Colocasia,25
